PRODUCT_ID,TIME_ID,STORE_ID,EMPLOYEE_ID,SALES_TYPE_ID,PRICE,QUANTITY
267,1793,180,449,27,26.61,27.00
642,1448,145,362,22,64.16,65.00
338,1252,126,313,19,33.74,34.00
33,7,1,2,1,3.23,4.00
299,238,24,60,4,29.84,30.00
98,1837,184,460,28,9.72,10.00
746,128,13,32,2,74.53,75.00
226,1467,147,367,23,22.58,23.00
910,270,27,68,5,91.00,91.00
500,1417,142,355,22,49.98,50.00
632,1477,148,370,23,63.20,64.00
814,1918,192,480,29,81.33,82.00
567,284,29,71,5,56.68,57.00
562,91,10,23,2,56.19,57.00
600,1141,115,286,18,59.93,60.00
99,1994,200,499,30,9.84,10.00
550,1868,187,467,29,54.91,55.00
524,420,42,105,7,52.32,53.00
850,1929,193,483,29,84.97,85.00
649,264,27,66,4,64.82,65.00
548,1977,198,495,30,54.76,55.00
18,1718,172,430,26,1.74,2.00
429,1261,127,316,19,42.88,43.00
480,1484,149,371,23,47.96,48.00
604,157,16,40,3,60.36,61.00
535,156,16,39,3,53.49,54.00
580,683,69,171,11,57.94,58.00
754,1286,129,322,20,75.32,76.00
355,1818,182,455,28,35.43,36.00
353,704,71,176,11,35.25,36.00
869,1223,123,306,19,86.86,87.00
841,601,61,151,10,84.02,85.00
818,367,37,92,6,81.71,82.00
445,457,46,115,7,44.41,45.00
368,1284,129,321,20,36.76,37.00
150,445,45,112,7,14.96,15.00
141,509,51,128,8,14.07,15.00
389,161,17,41,3,38.86,39.00
468,1205,121,302,19,46.78,47.00
291,1035,104,259,16,29.06,30.00
462,24,3,6,1,46.16,47.00
780,489,49,123,8,78.00,78.00
569,1647,165,412,25,56.85,57.00
95,882,89,221,14,9.50,10.00
232,104,11,26,2,23.18,24.00
731,370,37,93,6,73.05,74.00
128,108,11,27,2,12.74,13.00
729,506,51,127,8,72.90,73.00
834,740,74,185,12,83.34,84.00
744,496,50,124,8,74.38,75.00
560,1663,167,416,25,55.92,56.00
379,455,46,114,7,37.88,38.00
175,596,60,149,9,17.47,18.00
630,376,38,94,6,63.00,63.00
635,944,95,236,15,63.48,64.00
27,1489,149,373,23,2.62,3.00
95,897,90,225,14,9.46,10.00
854,1872,188,468,29,85.38,86.00
964,1671,168,418,26,96.32,97.00
542,557,56,140,9,54.12,55.00
215,54,6,14,1,21.47,22.00
848,57,6,15,1,84.75,85.00
819,1194,120,299,18,81.88,82.00
553,1050,105,263,16,55.30,56.00
701,32,4,8,1,70.07,71.00
975,899,90,225,14,97.45,98.00
832,214,22,54,4,83.13,84.00
337,1355,136,339,21,33.61,34.00
850,1852,186,463,28,84.94,85.00
427,1154,116,289,18,42.65,43.00
703,1855,186,464,28,70.25,71.00
53,1881,189,471,29,5.30,6.00
954,1763,177,441,27,95.36,96.00
871,1334,134,334,21,87.04,88.00
852,297,30,75,5,85.20,86.00
967,1740,174,435,27,96.67,97.00
595,488,49,122,8,59.43,60.00
402,481,49,121,8,40.11,41.00
775,1928,193,482,29,77.48,78.00
411,1390,139,348,21,41.02,42.00
962,1300,130,325,20,96.17,97.00
212,422,43,106,7,21.13,22.00
103,446,45,112,7,10.21,11.00
963,1825,183,457,28,96.21,97.00
575,918,92,230,14,57.50,58.00
204,78,8,20,2,20.39,21.00
843,57,6,15,1,84.29,85.00
71,1436,144,359,22,7.07,8.00
798,409,41,103,7,79.75,80.00
941,1504,151,376,23,94.10,95.00
222,133,14,34,2,22.13,23.00
488,1968,197,492,30,48.80,49.00
767,1905,191,477,29,76.70,77.00
766,503,51,126,8,76.58,77.00
433,101,11,26,2,43.22,44.00
510,1044,105,261,16,50.94,51.00
427,937,94,235,15,42.68,43.00
577,744,75,186,12,57.65,58.00
322,740,74,185,12,32.11,33.00
900,1787,179,447,27,89.98,90.00
73,1120,112,280,17,7.26,8.00
365,284,29,71,5,36.50,37.00
61,1940,194,485,30,6.02,7.00
997,611,62,153,10,99.64,100.00
382,551,56,138,9,38.14,39.00
820,805,81,202,13,81.98,82.00
832,841,85,211,13,83.15,84.00
576,1771,178,443,27,57.51,58.00
960,634,64,159,10,95.96,96.00
568,1026,103,257,16,56.72,57.00
318,1325,133,332,20,31.75,32.00
836,1027,103,257,16,83.56,84.00
222,1202,121,301,19,22.20,23.00
796,1644,165,411,25,79.53,80.00
186,60,6,15,1,18.57,19.00
894,328,33,82,5,89.40,90.00
996,1336,134,334,21,99.53,100.00
845,309,31,78,5,84.48,85.00
290,544,55,136,9,28.98,29.00
884,1939,194,485,30,88.35,89.00
121,1803,181,451,28,12.01,13.00
409,1879,188,470,29,40.86,41.00
906,1594,160,399,24,90.53,91.00
743,822,83,206,13,74.28,75.00
917,332,34,83,5,91.66,92.00
140,142,15,36,3,13.96,14.00
239,564,57,141,9,23.87,24.00
883,236,24,59,4,88.24,89.00
812,580,58,145,9,81.18,82.00
335,1549,155,388,24,33.47,34.00
419,153,16,39,3,41.82,42.00
393,1485,149,372,23,39.26,40.00
813,855,86,214,13,81.28,82.00
902,115,12,29,2,90.17,91.00
176,584,59,146,9,17.55,18.00
924,425,43,107,7,92.39,93.00
83,1082,109,271,17,8.23,9.00
704,212,22,53,4,70.40,71.00
991,1127,113,282,17,99.05,100.00
161,822,83,206,13,16.10,17.00
74,173,18,44,3,7.37,8.00
841,1696,170,424,26,84.05,85.00
28,802,81,201,13,2.71,3.00
145,1172,118,293,18,14.50,15.00
897,1808,181,452,28,89.67,90.00
567,912,92,228,14,56.64,57.00
165,34,4,9,1,16.44,17.00
806,274,28,69,5,80.57,81.00
88,340,34,85,6,8.72,9.00
300,834,84,209,13,29.95,30.00
77,733,74,184,11,7.62,8.00
309,49,5,13,1,30.84,31.00
561,314,32,79,5,56.08,57.00
282,8,1,2,1,28.16,29.00
30,1430,143,358,22,2.91,3.00
678,1291,130,323,20,67.74,68.00
978,32,4,8,1,97.73,98.00
758,938,94,235,15,75.73,76.00
104,287,29,72,5,10.32,11.00
820,674,68,169,11,81.98,82.00
844,309,31,78,5,84.34,85.00
538,812,82,203,13,53.80,54.00
687,243,25,61,4,68.65,69.00
617,827,83,207,13,61.69,62.00
184,1122,113,281,17,18.39,19.00
902,244,25,61,4,90.14,91.00
444,1364,137,341,21,44.35,45.00
109,1237,124,310,19,10.86,11.00
126,298,30,75,5,12.57,13.00
147,1496,150,374,23,14.69,15.00
417,762,77,191,12,41.68,42.00
530,1371,138,343,21,52.97,53.00
128,1801,181,451,28,12.72,13.00
939,1488,149,372,23,93.83,94.00
87,538,54,135,9,8.61,9.00
695,1660,166,415,25,69.50,70.00
804,524,53,131,8,80.38,81.00
358,1347,135,337,21,35.72,36.00
933,1875,188,469,29,93.24,94.00
760,618,62,155,10,75.93,76.00
696,1716,172,429,26,69.59,70.00
928,1925,193,482,29,92.72,93.00
322,1095,110,274,17,32.15,33.00
80,829,83,208,13,8.00,8.00
805,1768,177,442,27,80.48,81.00
999,152,16,38,3,99.83,100.00
903,110,11,28,2,90.27,91.00
346,453,46,114,7,34.59,35.00
989,217,22,55,4,98.89,99.00
948,988,99,247,15,94.73,95.00
277,1976,198,494,30,27.67,28.00
614,1478,148,370,23,61.39,62.00
17,42,5,11,1,1.61,2.00
184,1270,127,318,20,18.37,19.00
418,1167,117,292,18,41.73,42.00
828,299,30,75,5,82.79,83.00
301,1356,136,339,21,30.02,31.00
749,355,36,89,6,74.88,75.00
527,1414,142,354,22,52.65,53.00
963,639,64,160,10,96.23,97.00
729,1378,138,345,21,72.81,73.00
173,610,61,153,10,17.22,18.00
23,479,48,120,8,2.26,3.00
716,1800,180,450,27,71.60,72.00
574,891,90,223,14,57.37,58.00
869,1997,200,500,30,86.81,87.00
605,1467,147,367,22,60.49,61.00
666,1416,142,354,22,66.60,67.00
640,1784,179,446,27,63.95,64.00
728,1899,190,475,29,72.75,73.00
489,131,14,33,2,48.87,49.00
409,895,90,224,14,40.84,41.00
801,1570,157,393,24,80.02,81.00
361,1756,176,439,27,36.03,37.00
969,213,22,54,4,96.82,97.00
253,1309,131,328,20,25.22,26.00
769,1058,106,265,16,76.84,77.00
80,1438,144,360,22,7.91,8.00
678,1783,179,446,27,67.72,68.00
844,413,42,104,7,84.35,85.00
104,1185,119,297,18,10.35,11.00
403,1238,124,310,19,40.21,41.00
522,905,91,227,14,52.14,53.00
611,696,70,174,11,61.03,62.00
488,1728,173,432,26,48.77,49.00
112,170,17,43,3,11.15,12.00
486,405,41,102,7,48.51,49.00
655,172,18,43,3,65.43,66.00
955,248,25,62,4,95.47,96.00
717,1128,113,282,17,71.70,72.00
104,1098,110,275,17,10.36,11.00
828,1293,130,324,20,82.78,83.00
724,1800,180,450,27,72.31,73.00
487,1467,147,367,22,48.65,49.00
714,614,62,154,10,71.34,72.00
655,1959,196,490,30,65.45,66.00
389,1308,131,327,20,38.83,39.00
767,1451,146,363,22,76.63,77.00
905,426,43,107,7,90.48,91.00
217,1926,193,482,29,21.70,22.00
87,329,33,83,5,8.61,9.00
174,557,56,140,9,17.40,18.00
805,1016,102,254,16,80.41,81.00
627,864,87,216,13,62.64,63.00
241,18,2,5,1,24.03,25.00
320,492,50,123,8,31.95,32.00
188,1282,129,321,20,18.71,19.00
443,1921,193,481,29,44.24,45.00
312,614,62,154,10,31.12,32.00
781,627,63,157,10,78.05,79.00
925,1972,198,493,30,92.44,93.00
242,270,27,68,5,24.17,25.00
941,567,57,142,9,94.05,95.00
954,1665,167,417,25,95.37,96.00
112,41,5,11,1,11.12,12.00
520,381,39,96,6,51.97,52.00
929,156,16,39,3,92.87,93.00
802,793,80,199,12,80.11,81.00
354,1913,192,479,29,35.37,36.00
501,1705,171,427,26,50.05,51.00
817,1355,136,339,21,81.62,82.00
257,76,8,19,2,25.66,26.00
333,1047,105,262,16,33.21,34.00
983,962,97,241,15,98.25,99.00
346,1432,144,358,22,34.58,35.00
184,1035,104,259,16,18.36,19.00
435,450,45,113,7,43.48,44.00
994,574,58,144,9,99.38,100.00
249,932,94,233,14,24.84,25.00
317,340,34,85,6,31.61,32.00
40,566,57,142,9,3.98,4.00
719,994,100,249,15,71.90,72.00
983,1397,140,350,21,98.28,99.00
141,346,35,87,6,14.02,15.00
48,835,84,209,13,4.75,5.00
708,1651,166,413,25,70.76,71.00
595,916,92,229,14,59.46,60.00
924,289,29,73,5,92.36,93.00
776,1096,110,274,17,77.56,78.00
407,1998,200,500,30,40.62,41.00
425,1740,174,435,27,42.50,43.00
931,1445,145,362,22,93.05,94.00
610,1084,109,271,17,60.93,61.00
400,1696,170,424,26,39.99,40.00
418,1919,192,480,29,41.80,42.00
273,1974,198,494,30,27.22,28.00
411,736,74,184,12,41.03,42.00
846,1575,158,394,24,84.54,85.00
848,1978,198,495,30,84.76,85.00
474,1916,192,479,29,47.36,48.00
68,1988,199,497,30,6.76,7.00
657,581,59,146,9,65.65,66.00
354,1443,145,361,22,35.33,36.00
892,1603,161,401,25,89.19,90.00
185,1721,173,431,26,18.47,19.00
124,978,98,245,15,12.36,13.00
15,1200,120,300,18,1.45,2.00
473,1699,170,425,26,47.26,48.00
874,759,76,190,12,87.39,88.00
169,560,56,140,9,16.90,17.00
136,103,11,26,2,13.57,14.00
420,156,16,39,3,42.00,42.00
180,370,37,93,6,17.95,18.00
907,473,48,119,8,90.67,91.00
653,1136,114,284,18,65.26,66.00
764,1084,109,271,17,76.36,77.00
362,1562,157,391,24,36.18,37.00
934,1414,142,354,22,93.32,94.00
210,1498,150,375,23,21.00,21.00
803,622,63,156,10,80.29,81.00
931,904,91,226,14,93.10,94.00
555,1387,139,347,21,55.42,56.00
95,36,4,9,1,9.45,10.00
185,894,90,224,14,18.41,19.00
179,493,50,124,8,17.82,18.00
19,646,65,162,10,1.85,2.00
482,1082,109,271,17,48.11,49.00
999,700,70,175,11,99.81,100.00
92,1639,164,410,25,9.13,10.00
744,1262,127,316,19,74.33,75.00
633,1006,101,252,16,63.29,64.00
151,477,48,120,8,15.09,16.00
488,1197,120,300,18,48.77,49.00
847,1674,168,419,26,84.65,85.00
576,1104,111,276,17,57.56,58.00
211,606,61,152,10,21.05,22.00
437,1827,183,457,28,43.63,44.00
567,35,4,9,1,56.67,57.00
386,589,59,148,9,38.57,39.00
682,1493,150,374,23,68.16,69.00
363,638,64,160,10,36.27,37.00
767,1392,140,348,21,76.63,77.00
804,681,69,171,11,80.33,81.00
252,517,52,130,8,25.19,26.00
300,182,19,46,3,29.92,30.00
715,1841,185,461,28,71.43,72.00
31,896,90,224,14,3.08,4.00
454,1893,190,474,29,45.39,46.00
769,1319,132,330,20,76.86,77.00
203,386,39,97,6,20.29,21.00
192,1627,163,407,25,19.12,20.00
296,1361,137,341,21,29.57,30.00
885,1923,193,481,29,88.46,89.00
997,1641,165,411,25,99.68,100.00
580,1347,135,337,21,57.95,58.00
233,942,95,236,15,23.24,24.00
501,1173,118,294,18,50.05,51.00
766,1042,105,261,16,76.58,77.00
27,719,72,180,11,2.69,3.00
236,205,21,52,4,23.55,24.00
202,873,88,219,14,20.18,21.00
967,349,35,88,6,96.62,97.00
591,1874,188,469,29,59.10,60.00
193,1148,115,287,18,19.24,20.00
915,413,42,104,7,91.43,92.00
131,870,87,218,14,13.08,14.00
603,486,49,122,8,60.25,61.00
708,174,18,44,3,70.79,71.00
614,1256,126,314,19,61.33,62.00
573,63,7,16,1,57.23,58.00
1,1310,131,328,20,0.02,1.00
20,837,84,210,13,1.95,2.00
758,1100,110,275,17,75.73,76.00
807,120,12,30,2,80.64,81.00
845,1094,110,274,17,84.43,85.00
862,78,8,20,2,86.14,87.00
28,433,44,109,7,2.74,3.00
590,1219,122,305,19,58.92,59.00
794,1366,137,342,21,79.31,80.00
442,416,42,104,7,44.19,45.00
881,1910,191,478,29,88.05,89.00
191,313,32,79,5,19.09,20.00
643,1355,136,339,21,64.29,65.00
159,1151,116,288,18,15.90,16.00
194,537,54,135,9,19.39,20.00
82,919,92,230,14,8.14,9.00
28,1558,156,390,24,2.78,3.00
751,398,40,100,6,75.05,76.00
450,924,93,231,14,44.98,45.00
206,406,41,102,7,20.53,21.00
713,724,73,181,11,71.21,72.00
765,1869,187,468,29,76.48,77.00
506,1026,103,257,16,50.60,51.00
696,1793,180,449,27,69.60,70.00
349,1459,146,365,22,34.90,35.00
643,897,90,225,14,64.21,65.00
20,449,45,113,7,2.00,2.00
375,622,63,156,10,37.42,38.00
191,1102,111,276,17,19.05,20.00
403,201,21,51,4,40.25,41.00
561,548,55,137,9,56.04,57.00
883,1029,103,258,16,88.28,89.00
492,1907,191,477,29,49.13,50.00
47,145,15,37,3,4.62,5.00
684,1769,177,443,27,68.40,69.00
727,946,95,237,15,72.63,73.00
713,837,84,210,13,71.24,72.00
583,1769,177,443,27,58.25,59.00
961,16,2,4,1,96.07,97.00
695,870,87,218,14,69.41,70.00
736,1740,174,435,27,73.56,74.00
979,557,56,140,9,97.84,98.00
499,28,3,7,1,49.84,50.00
648,435,44,109,7,64.73,65.00
468,964,97,241,15,46.79,47.00
466,1746,175,437,27,46.56,47.00
271,307,31,77,5,27.01,28.00
670,995,100,249,15,66.91,67.00
995,1664,167,416,25,99.42,100.00
114,1007,101,252,16,11.32,12.00
674,350,35,88,6,67.34,68.00
755,1615,162,404,25,75.50,76.00
825,95,10,24,2,82.48,83.00
566,1434,144,359,22,56.58,57.00
826,705,71,177,11,82.51,83.00
811,473,48,119,8,81.10,82.00
486,741,75,186,12,48.60,49.00
244,1486,149,372,23,24.31,25.00
887,1172,118,293,18,88.64,89.00
850,1946,195,487,30,84.94,85.00
475,1782,179,446,27,47.42,48.00
971,1169,117,293,18,97.02,98.00
751,1573,158,394,24,75.08,76.00
333,1883,189,471,29,33.24,34.00
257,1787,179,447,27,25.61,26.00
332,1482,149,371,23,33.19,34.00
216,155,16,39,3,21.57,22.00
619,1421,143,356,22,61.89,62.00
897,293,30,74,5,89.62,90.00
236,412,42,103,7,23.59,24.00
857,1060,106,265,16,85.70,86.00
286,752,76,188,12,28.54,29.00
807,1973,198,494,30,80.68,81.00
950,674,68,169,11,94.93,95.00
290,1423,143,356,22,28.99,29.00
171,1222,123,306,19,17.06,18.00
592,1767,177,442,27,59.15,60.00
895,1971,198,493,30,89.46,90.00
290,455,46,114,7,29.00,29.00
502,459,46,115,7,50.12,51.00
564,106,11,27,2,56.35,57.00
785,338,34,85,6,78.46,79.00
763,406,41,102,7,76.27,77.00
215,1576,158,394,24,21.47,22.00
640,1654,166,414,25,63.93,64.00
385,875,88,219,14,38.41,39.00
347,1459,146,365,22,34.62,35.00
200,665,67,167,10,19.96,20.00
369,1095,110,274,17,36.82,37.00
237,1644,165,411,25,23.61,24.00
697,298,30,75,5,69.68,70.00
540,23,3,6,1,54.00,54.00
784,384,39,96,6,78.40,79.00
155,1572,158,393,24,15.43,16.00
857,1112,112,278,17,85.66,86.00
453,1718,172,430,26,45.27,46.00
605,1922,193,481,29,60.48,61.00
722,1814,182,454,28,72.11,73.00
719,1027,103,257,16,71.81,72.00
456,697,70,175,11,45.60,46.00
517,1665,167,417,25,51.69,52.00
344,767,77,192,12,34.33,35.00
450,716,72,179,11,44.95,45.00
6,852,86,213,13,0.57,1.00
706,531,54,133,8,70.59,71.00
955,480,48,120,8,95.46,96.00
328,1494,150,374,23,32.80,33.00
903,432,44,108,7,90.30,91.00
238,1125,113,282,17,23.71,24.00
216,1485,149,372,23,21.55,22.00
172,862,87,216,13,17.14,18.00
672,1981,199,496,30,67.16,68.00
965,237,24,60,4,96.50,97.00
246,88,9,22,2,24.53,25.00
722,292,30,73,5,72.14,73.00
764,32,4,8,1,76.39,77.00
148,847,85,212,13,14.80,15.00
632,1772,178,443,27,63.13,64.00
909,668,67,167,11,90.84,91.00
656,282,29,71,5,65.59,66.00
922,1717,172,430,26,92.11,93.00
182,392,40,98,6,18.13,19.00
889,1213,122,304,19,88.88,89.00
465,749,75,188,12,46.49,47.00
563,742,75,186,12,56.23,57.00
590,1518,152,380,23,58.92,59.00
807,332,34,83,5,80.67,81.00
324,971,98,243,15,32.39,33.00
516,684,69,171,11,51.53,52.00
809,32,4,8,1,80.85,81.00
965,1282,129,321,20,96.44,97.00
126,1623,163,406,25,12.54,13.00
390,447,45,112,7,38.91,39.00
154,1720,172,430,26,15.34,16.00
711,1883,189,471,29,71.01,72.00
360,1185,119,297,18,35.98,36.00
327,842,85,211,13,32.69,33.00
584,1113,112,279,17,58.38,59.00
979,537,54,135,9,97.87,98.00
925,1198,120,300,18,92.50,93.00
597,1699,170,425,26,59.65,60.00
406,1319,132,330,20,40.58,41.00
950,1880,188,470,29,94.96,95.00
246,1635,164,409,25,24.55,25.00
722,220,22,55,4,72.14,73.00
401,1390,139,348,21,40.10,41.00
652,1419,142,355,22,65.14,66.00
3,537,54,135,9,0.28,1.00
997,1267,127,317,19,99.64,100.00
321,1836,184,459,28,32.09,33.00
109,249,25,63,4,10.90,11.00
51,383,39,96,6,5.02,6.00
617,1239,124,310,19,61.69,62.00
836,1281,129,321,20,83.52,84.00
862,954,96,239,15,86.20,87.00
5,325,33,82,5,0.49,1.00
86,4,1,1,1,8.60,9.00
619,1558,156,390,24,61.90,62.00
512,323,33,81,5,51.20,52.00
282,1637,164,410,25,28.14,29.00
177,1997,200,500,30,17.66,18.00
498,1206,121,302,19,49.80,50.00
223,1249,125,313,19,22.30,23.00
469,1707,171,427,26,46.87,47.00
387,609,61,153,10,38.61,39.00
598,25,3,7,1,59.73,60.00
117,1953,196,489,30,11.70,12.00
879,471,48,118,8,87.87,88.00
347,1940,194,485,30,34.62,35.00
501,710,71,178,11,50.07,51.00
64,1844,185,461,28,6.35,7.00
227,1251,126,313,19,22.61,23.00
41,862,87,216,13,4.07,5.00
811,63,7,16,1,81.01,82.00
548,361,37,91,6,54.80,55.00
790,1048,105,262,16,78.95,79.00
808,601,61,151,10,80.75,81.00
742,205,21,52,4,74.20,75.00
110,1816,182,454,28,10.99,11.00
743,111,12,28,2,74.22,75.00
43,856,86,214,13,4.27,5.00
668,401,41,101,7,66.74,67.00
278,924,93,231,14,27.73,28.00
99,1738,174,435,27,9.84,10.00
786,1038,104,260,16,78.60,79.00
64,51,6,13,1,6.36,7.00
598,463,47,116,7,59.80,60.00
533,567,57,142,9,53.26,54.00
234,1006,101,252,16,23.31,24.00
308,252,26,63,4,30.75,31.00
323,274,28,69,5,32.30,33.00
579,710,71,178,11,57.81,58.00
26,858,86,215,13,2.60,3.00
843,1786,179,447,27,84.30,85.00
622,773,78,194,12,62.17,63.00
677,1092,110,273,17,67.63,68.00
1,374,38,94,6,0.05,1.00
202,1054,106,264,16,20.17,21.00
297,821,83,206,13,29.68,30.00
422,1699,170,425,26,42.13,43.00
540,1742,175,436,27,53.93,54.00
953,1544,155,386,24,95.24,96.00
185,97,10,25,2,18.49,19.00
506,1741,175,436,27,50.57,51.00
614,1039,104,260,16,61.36,62.00
188,368,37,92,6,18.73,19.00
892,754,76,189,12,89.15,90.00
68,824,83,206,13,6.74,7.00
982,1643,165,411,25,98.20,99.00
235,1705,171,427,26,23.50,24.00
529,1562,157,391,24,52.87,53.00
709,368,37,92,6,70.85,71.00
127,1644,165,411,25,12.61,13.00
217,1739,174,435,27,21.67,22.00
779,125,13,32,2,77.84,78.00
683,1999,200,500,30,68.25,69.00
577,678,68,170,11,57.62,58.00
854,288,29,72,5,85.32,86.00
974,171,18,43,3,97.31,98.00
398,1051,106,263,16,39.79,40.00
443,1544,155,386,24,44.30,45.00
343,405,41,102,7,34.27,35.00
386,407,41,102,7,38.59,39.00
332,80,8,20,2,33.16,34.00
466,79,8,20,2,46.56,47.00
869,1133,114,284,17,86.88,87.00
304,465,47,117,7,30.36,31.00
785,1185,119,297,18,78.50,79.00
124,1154,116,289,18,12.31,13.00
200,651,66,163,10,19.94,20.00
851,471,48,118,8,85.04,86.00
804,1130,113,283,17,80.31,81.00
139,701,71,176,11,13.82,14.00
650,1638,164,410,25,64.98,65.00
760,299,30,75,5,75.94,76.00
375,1932,194,483,29,37.45,38.00
849,1777,178,445,27,84.90,85.00
395,46,5,12,1,39.42,40.00
864,943,95,236,15,86.34,87.00
146,569,57,143,9,14.58,15.00
955,119,12,30,2,95.46,96.00
259,1003,101,251,16,25.89,26.00
203,604,61,151,10,20.27,21.00
983,95,10,24,2,98.21,99.00
235,1304,131,326,20,23.50,24.00
397,957,96,240,15,39.62,40.00
767,1767,177,442,27,76.62,77.00
856,789,79,198,12,85.60,86.00
429,1418,142,355,22,42.85,43.00
413,188,19,47,3,41.21,42.00
72,479,48,120,8,7.11,8.00
701,1908,191,477,29,70.02,71.00
561,162,17,41,3,56.05,57.00
437,913,92,229,14,43.62,44.00
845,433,44,109,7,84.49,85.00
959,1757,176,440,27,95.89,96.00
574,1171,118,293,18,57.40,58.00
288,119,12,30,2,28.78,29.00
270,1642,165,411,25,26.96,27.00
216,86,9,22,2,21.54,22.00
411,1141,115,286,18,41.05,42.00
330,1817,182,455,28,32.94,33.00
693,1160,116,290,18,69.26,70.00
821,1547,155,387,24,82.02,83.00
852,1718,172,430,26,85.20,86.00
434,1258,126,315,19,43.35,44.00
587,1234,124,309,19,58.64,59.00
355,1906,191,477,29,35.45,36.00
988,1043,105,261,16,98.71,99.00
402,563,57,141,9,40.20,41.00
614,387,39,97,6,61.39,62.00
21,698,70,175,11,2.04,3.00
258,1847,185,462,28,25.73,26.00
945,1707,171,427,26,94.46,95.00
627,1354,136,339,21,62.62,63.00
661,1546,155,387,24,66.09,67.00
805,1263,127,316,19,80.46,81.00
636,1961,197,491,30,63.53,64.00
560,1115,112,279,17,55.95,56.00
206,876,88,219,14,20.57,21.00
729,1608,161,402,25,72.83,73.00
240,382,39,96,6,23.94,24.00
978,1967,197,492,30,97.73,98.00
906,901,91,226,14,90.52,91.00
252,1064,107,266,16,25.14,26.00
626,725,73,182,11,62.60,63.00
385,1224,123,306,19,38.41,39.00
266,947,95,237,15,26.53,27.00
933,1069,107,268,17,93.21,94.00
220,932,94,233,14,21.92,22.00
410,1181,119,296,18,40.95,41.00
609,1038,104,260,16,60.87,61.00
291,273,28,69,5,29.04,30.00
550,1159,116,290,18,54.93,55.00
932,1164,117,291,18,93.17,94.00
674,1332,134,333,20,67.39,68.00
406,1437,144,360,22,40.60,41.00
204,1466,147,367,22,20.31,21.00
963,1416,142,354,22,96.23,97.00
200,295,30,74,5,19.93,20.00
612,856,86,214,13,61.14,62.00
161,184,19,46,3,16.02,17.00
866,674,68,169,11,86.54,87.00
927,163,17,41,3,92.69,93.00
632,1688,169,422,26,63.15,64.00
758,707,71,177,11,75.77,76.00
429,704,71,176,11,42.81,43.00
714,757,76,190,12,71.34,72.00
995,486,49,122,8,99.45,100.00
787,1795,180,449,27,78.66,79.00
778,1268,127,317,20,77.78,78.00
880,187,19,47,3,87.99,88.00
210,857,86,215,13,20.99,21.00
210,1995,200,499,30,20.99,21.00
393,340,34,85,6,39.30,40.00
380,750,75,188,12,37.95,38.00
301,852,86,213,13,30.08,31.00
15,1013,102,254,16,1.44,2.00
92,831,84,208,13,9.16,10.00
54,1746,175,437,27,5.34,6.00
841,1162,117,291,18,84.04,85.00
21,1008,101,252,16,2.08,3.00
